property_type,place_with_parent_names,region,lat-lon,area_m2,price_usd
apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,"-12.964468,-38.417938",80,"$138,880.12 "
apartment,|Brasil|Bahia|Salvador|Candeal|,Northeast,"-12.996323,-38.481049",105,"$173,600.15 "
apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-13.002345,-38.528343",159,"$214,632.91 "
apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.992462,-38.444553",87,"$101,003.72 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",91,"$149,927.40 "
apartment,|Brasil|Bahia|Salvador|Praia do Flamengo|,Northeast,"-12.920561,-38.318233",100,"$91,534.62 "
apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.007857,-38.498463",85,"$188,750.71 "
apartment,|Brasil|Bahia|Salvador|Canela|,Northeast,"-12.992472,-38.52298",113,"$205,163.81 "
apartment,|Brasil|Bahia|Salvador|Jardim Apipema|,Northeast,"-13.002217,-38.516796",128,"$230,918.05 "
apartment,|Brasil|Bahia|Salvador|,Northeast,,153,"$157,818.31 "
apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-13.004878,-38.532276",172,"$230,414.74 "
apartment,|Brasil|Bahia|Salvador|Cabula|,Northeast,"-12.956255,-38.465279",143,"$205,163.81 "
apartment,|Brasil|Bahia|Salvador|Armação|,Northeast,"-12.987011,-38.439724",65,"$78,909.15 "
apartment,|Brasil|Bahia|Salvador|Itaigara|,Northeast,"-12.991933,-38.465279",252,"$410,327.63 "
apartment,|Brasil|Bahia|Salvador|Ondina|,Northeast,"-13.004092,-38.5047",142,"$327,653.99 "
apartment,|Brasil|Bahia|Salvador|Ondina|,Northeast,"-13.004092,-38.5047",142,"$327,653.99 "
apartment,|Brasil|Bahia|Salvador|Canela|,Northeast,"-12.992472,-38.52298",134,"$331,418.47 "
apartment,|Brasil|Bahia|Salvador|Vitória|,Northeast,"-12.993533,-38.526047",182,"$347,105.61 "
house,|Brasil|Bahia|Salvador|Piatã|,Northeast,"-12.930446,-38.387676",134,"$198,851.08 "
apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.009679,-38.486305",85,"$101,003.72 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.993305,-38.45739",94,"$220,945.64 "
apartment,|Brasil|Bahia|Salvador|Piatã|,Northeast,"-12.937969,-38.381538",81,"$104,160.09 "
apartment,|Brasil|Bahia|Salvador|Candeal|,Northeast,"-12.996323,-38.481049",127,"$139,195.75 "
apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.007857,-38.498463",91,"$220,945.64 "
apartment,|Brasil|Bahia|Salvador|Ondina|,Northeast,,114,"$113,629.19 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",75,"$140,423.14 "
apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-12.9857,-38.519516",120,"$119,941.92 "
apartment,|Brasil|Bahia|Salvador|Piatã|,Northeast,"-12.949139,-38.392117",170,"$252,509.31 "
apartment,|Brasil|Bahia|Salvador|Ondina|,Northeast,"-13.006378,-38.515045",207,"$498,705.88 "
apartment,|Brasil|Bahia|Salvador|Graça|,Northeast,"-12.998506,-38.52309",225,"$470,298.59 "
apartment,|Brasil|Bahia|Salvador|Graça|,Northeast,"-12.998506,-38.52309",166,"$189,381.98 "
apartment,|Brasil|Bahia|Salvador|Armação|,Northeast,"-12.98223,-38.43898",56,"$126,254.65 "
apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-13.004878,-38.532276",188,"$312,051.42 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-13.003334,-38.52195",92,"$148,349.22 "
apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,,207,"$421,269.42 "
house,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.010534,-38.485542",242,"$374,461.71 "
apartment,|Brasil|Bahia|Salvador|Paralela|,Northeast,"-12.957254,-38.429649",177,"$347,200.30 "
apartment,|Brasil|Bahia|Salvador|Ondina|,Northeast,"-13.004092,-38.5047",155,"$378,763.96 "
apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.985207,-38.456074",230,"$236,727.47 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.993305,-38.45739",93,"$183,069.25 "
apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.985207,-38.456074",83,"$173,600.15 "
apartment,|Brasil|Bahia|Salvador|Vitória|,Northeast,,119,"$234,038.56 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",96,"$130,989.20 "
apartment,|Brasil|Bahia|Salvador|Vitória|,Northeast,"-12.993533,-38.526047",91,"$189,381.98 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",108,"$157,818.31 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",175,"$233,571.11 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",196,"$205,163.81 "
apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.992462,-38.444553",78,"$107,922.80 "
apartment,|Brasil|Bahia|Salvador|Itaigara|,Northeast,"-12.991933,-38.465279",200,"$246,196.57 "
apartment,|Brasil|Bahia|Salvador|Graça|,Northeast,"-12.998506,-38.52309",233,"$252,509.31 "
apartment,|Brasil|Bahia|Salvador|Canela|,Northeast,"-12.992472,-38.52298",200,"$233,571.11 "
apartment,|Brasil|Bahia|Salvador|Armação|,Northeast,"-12.98223,-38.43898",150,"$129,411.02 "
apartment,|Brasil|Bahia|Salvador|Graça|,Northeast,"-12.998506,-38.52309",105,"$135,723.75 "
apartment,|Brasil|Bahia|Salvador|Itaigara|,Northeast,"-12.991933,-38.465279",165,"$405,666.85 "
apartment,|Brasil|Bahia|Salvador|Canela|,Northeast,"-12.994164,-38.518372",117,"$85,221.89 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.993305,-38.45739",103,"$151,505.58 "
apartment,|Brasil|Bahia|Salvador|Ondina|,Northeast,"-13.004092,-38.5047",88,"$249,641.14 "
apartment,|Brasil|Bahia|Salvador|Ondina|,Northeast,"-13.004092,-38.5047",74,"$221,556.51 "
house,|Brasil|Bahia|Lauro de Freitas|,Northeast,"-12.852844,-38.32711",145,"$119,941.92 "
apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.009679,-38.486305",204,"$374,461.71 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",217,"$261,978.41 "
apartment,|Brasil|Bahia|Salvador|Vitória|,Northeast,"-12.993533,-38.526047",212,"$375,607.60 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",120,"$195,694.71 "
apartment,|Brasil|Bahia|Salvador|Vitória|,Northeast,,236,"$266,712.96 "
apartment,|Brasil|Bahia|Salvador|Candeal|,Northeast,"-12.996323,-38.481049",200,"$315,636.63 "
apartment,|Brasil|Bahia|Salvador|Acupe de Brotas|,Northeast,"-12.993782,-38.492218",120,"$107,316.45 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-13.003744,-38.520924",90,"$85,221.89 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",65,"$145,192.85 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.9941,-38.504044",67,"$132,567.38 "
apartment,|Brasil|Bahia|Salvador|Graça|,Northeast,"-12.998506,-38.52309",99,"$214,632.91 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,,216,"$196,592.39 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",96,"$123,098.28 "
apartment,|Brasil|Bahia|Salvador|Ondina|,Northeast,"-13.004092,-38.5047",110,"$261,978.41 "
apartment,|Brasil|Bahia|Salvador|Vitória|,Northeast,"-12.993533,-38.526047",190,"$410,327.63 "
house,|Brasil|Bahia|Salvador|Piatã|,Northeast,"-12.949139,-38.392117",125,"$358,859.13 "
apartment,|Brasil|Bahia|Salvador|Graça|,Northeast,"-12.998506,-38.52309",175,"$268,291.14 "
apartment,|Brasil|Bahia|Salvador|Itaigara|,Northeast,"-12.991933,-38.465279",135,"$222,194.00 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,,145,"$198,851.08 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.993305,-38.45739",159,"$252,509.31 "
apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,"-12.964468,-38.417938",90,"$137,302.62 "
apartment,|Brasil|Bahia|Salvador|Vila Laura|,Northeast,"-12.974552,-38.496819",70,"$95,226.00 "
apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,"-12.9403853,-38.4100649",70,"$112,338.51 "
apartment,|Brasil|Bahia|Salvador|Imbuí|,Northeast,"-12.968704,-38.435516",70,"$85,814.14 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.968704,-38.435516",70,"$85,814.14 "
apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.9903761,-38.4468721",76,"$79,573.11 "
apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,"-12.96049,-38.405239",139,"$211,476.54 "
apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.001169,-38.49419",71,"$135,023.71 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",77,"$132,988.82 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.993305,-38.45739",109,"$187,230.85 "
apartment,|Brasil|Bahia|Salvador|Graça|,Northeast,"-12.998506,-38.52309",93,"$184,587.15 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.972229,-38.501419",123,"$193,471.88 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.9989637,-38.4983503",115,"$124,508.51 "
apartment,|Brasil|Bahia|Vitória da Conquista|,Northeast,"-14.863584,-40.817471",98,"$118,579.54 "
apartment,|Brasil|Bahia|Ilhéus|,Northeast,"-14.807932,-39.036159",113,"$193,471.88 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-13.000018,-38.511448",195,"$505,018.62 "
apartment,|Brasil|Bahia|Salvador|Ondina|,Northeast,"-13.004092,-38.5047",220,"$246,520.62 "
house,|Brasil|Bahia|Salvador|Stiep|,Northeast,"-12.984668,-38.444416",176,"$214,632.91 "
apartment,|Brasil|Bahia|Salvador|Paralela|,Northeast,"-12.957254,-38.429649",142,"$334,574.83 "
apartment,|Brasil|Bahia|Salvador|,Northeast,,130,"$165,387.25 "
apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-13.004878,-38.532276",158,"$171,628.28 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",192,"$362,982.13 "
apartment,|Brasil|Bahia|Lauro de Freitas|,Northeast,"-12.852844,-38.32711",68,"$88,378.25 "
apartment,|Brasil|Bahia|Lauro de Freitas|,Northeast,"-12.852844,-38.32711",68,"$88,378.25 "
apartment,|Brasil|Bahia|Lauro de Freitas|,Northeast,"-12.852844,-38.32711",68,"$88,378.25 "
apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.001169,-38.49419",71,"$135,023.71 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.9989905,-38.4563597",70,"$87,374.39 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",77,"$132,988.82 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.993305,-38.45739",109,"$187,230.85 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.998506,-38.52309",93,"$184,587.15 "
apartment,|Brasil|Bahia|Salvador|,Northeast,,123,"$193,471.88 "
apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.992462,-38.444553",72,"$104,160.09 "
apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.992462,-38.444553",88,"$118,579.54 "
apartment,|Brasil|Bahia|Salvador|Stiep|,Northeast,"-12.992462,-38.444553",87,"$121,700.05 "
apartment,|Brasil|Bahia|Salvador|Ondina|,Northeast,,75,"$224,677.02 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.993305,-38.45739",93,"$180,989.82 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.993305,-38.45739",93,"$180,989.82 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",207,"$234,038.56 "
apartment,|Brasil|Bahia|Salvador|Itaigara|,Northeast,"-12.991933,-38.465279",252,"$410,327.63 "
apartment,|Brasil|Bahia|Salvador|Canela|,Northeast,"-12.992472,-38.52298",134,"$374,461.71 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",58,"$102,976.97 "
apartment,|Brasil|Bahia|Salvador|Vitória|,Northeast,"-12.993533,-38.526047",100,"$202,833.42 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",237,"$524,246.39 "
apartment,|Brasil|Bahia|Salvador|Vila Laura|,Northeast,,90,"$78,012.85 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",207,"$234,038.56 "
apartment,|Brasil|Bahia|Salvador|Vila Laura|,Northeast,"-12.974552,-38.496819",90,"$78,012.85 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",70,"$126,254.65 "
apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.992462,-38.444553",92,"$154,661.95 "
apartment,|Brasil|Bahia|Salvador|Itaigara|,Northeast,"-12.991933,-38.465279",93,"$177,869.31 "
apartment,|Brasil|Bahia|Salvador|Cabula|,Northeast,"-12.956255,-38.465279",72,"$117,019.28 "
apartment,|Brasil|Bahia|Salvador|Imbuí|,Northeast,"-12.96958,-38.435284",72,"$137,301.93 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-13.000443,-38.45739",131,"$202,007.44 "
apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,,68,"$104,160.09 "
apartment,|Brasil|Bahia|Porto Seguro|,Northeast,"-16.403585,-39.047513",74,"$93,615.42 "
house,|Brasil|Bahia|Vitória da Conquista|,Northeast,"-14.861924,-40.844535",129,"$171,628.28 "
apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,,103,"$271,447.50 "
apartment,|Brasil|Bahia|Salvador|Imbuí|,Northeast,"-12.972744,-38.438107",62,"$101,003.72 "
apartment,|Brasil|Bahia|Salvador|Vitória|,Northeast,"-12.993533,-38.526047",54,"$212,194.96 "
apartment,|Brasil|Bahia|Salvador|Graça|,Northeast,"-12.998506,-38.52309",230,"$230,918.05 "
apartment,|Brasil|Bahia|Salvador|Ondina|,Northeast,"-13.004878,-38.532276",200,"$214,632.91 "
apartment,|Brasil|Bahia|Salvador|Ondina|,Northeast,"-13.004092,-38.5047",204,"$299,854.80 "
apartment,|Brasil|Bahia|Salvador|Jardim Apipema|,Northeast,"-13.004889,-38.517654",242,"$252,509.31 "
apartment,|Brasil|Bahia|Salvador|Pituaçu|,Northeast,"-12.964468,-38.417938",160,"$179,912.88 "
apartment,|Brasil|Bahia|Salvador|Jardim Apipema|,Northeast,"-13.00525,-38.516327",82,"$117,019.28 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.993305,-38.45739",124,"$234,038.56 "
apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-13.004878,-38.532276",156,"$237,159.08 "
apartment,|Brasil|Bahia|Salvador|Canela|,Northeast,"-12.992472,-38.52298",118,"$238,065.00 "
house,|Brasil|Bahia|Salvador|,Northeast,"-12.930446,-38.387676",230,"$374,461.71 "
apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,"-13.000164,-38.489021",111,"$196,592.39 "
apartment,|Brasil|Bahia|Salvador|Alphaville I|,Northeast,"-12.941992,-38.403465",132,"$218,435.99 "
apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,"-12.958966,-38.405651",80,"$134,182.11 "
apartment,|Brasil|Bahia|Salvador|Jardim Apipema|,Northeast,"-13.00525,-38.516327",82,"$117,019.28 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.993305,-38.45739",124,"$234,038.56 "
apartment,|Brasil|Bahia|Salvador|Barra|,Northeast,"-13.004878,-38.532276",156,"$237,159.08 "
apartment,|Brasil|Bahia|Salvador|Canela|,Northeast,,118,"$238,065.00 "
house,|Brasil|Bahia|Salvador|,Northeast,"-12.930446,-38.387676",230,"$374,461.71 "
apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,"-13.000164,-38.489021",111,"$196,592.39 "
house,|Brasil|Bahia|Salvador|,Northeast,"-12.9702996,-38.5015093",160,"$92,055.17 "
apartment,|Brasil|Bahia|Salvador|Alphaville I|,Northeast,"-12.941992,-38.403465",132,"$218,435.99 "
apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.0087625,-38.4915625",89,"$118,579.54 "
apartment,|Brasil|Bahia|Salvador|Graça|,Northeast,"-13.0002554,-38.5188762",230,"$215,315.48 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.9994819,-38.4560755",105,"$115,459.02 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.9994819,-38.4560755",93,"$124,820.57 "
house,|Brasil|Bahia|Salvador|Itapuã|,Northeast,"-12.9467146,-38.374547",143,"$146,664.17 "
apartment,|Brasil|Bahia|Salvador|Itaigara|,Northeast,"-12.9928931,-38.4665922",205,"$227,797.54 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,,116,"$198,152.65 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-14.6833333,-41.0333333",80,"$171,628.28 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.9994819,-38.4560755",155,"$224,677.02 "
house,|Brasil|Bahia|Salvador|Itapuã|,Northeast,"-12.9467146,-38.374547",110,"$78,012.85 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.9994819,-38.4560755",185,"$218,435.99 "
apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,,140,"$149,784.68 "
house,|Brasil|Bahia|Salvador|Itapuã|,Northeast,"-12.9467146,-38.374547",246,"$405,666.85 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.9890124,-38.4392045",94,"$162,266.74 "
apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.9903761,-38.4468721",165,"$124,820.57 "
apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,,155,"$99,856.45 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.9890124,-38.4392045",90,"$99,856.45 "
apartment,|Brasil|Bahia|Salvador|Graça|,Northeast,"-13.0002554,-38.5188762",178,"$405,666.85 "
apartment,|Brasil|Bahia|Salvador|Ondina|,Northeast,"-15.61667,-39.7",144,"$112,338.51 "
apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,"-12.9429024,-38.3982041",116,"$212,194.96 "
apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.980449,-38.4560755",198,"$199,712.91 "
apartment,|Brasil|Bahia|Salvador|Itaigara|,Northeast,"-12.9928931,-38.4665922",226,"$218,435.99 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.8517713,-38.4593508",117,"$171,628.28 "
apartment,|Brasil|Bahia|Salvador|Luís Anselmo|,Northeast,"-12.975577,-38.4853894",74,"$76,452.59 "
apartment,|Brasil|Bahia|Salvador|Itaigara|,Northeast,"-12.9928931,-38.4665922",90,"$180,989.82 "
house,|Brasil|Bahia|,Northeast,"-11.4098737,-41.2808577",120,"$143,543.65 "
apartment,|Brasil|Bahia|Salvador|Rio Vermelho|,Northeast,"-13.0087625,-38.4915625",177,"$405,666.85 "
apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.980449,-38.4560755",126,"$162,266.74 "
apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.980449,-38.4560755",193,"$187,230.85 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.9994819,-38.4560755",118,"$199,712.91 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-14.6833333,-41.0333333",137,"$212,194.96 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.9994819,-38.4560755",94,"$140,423.14 "
apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.980449,-38.4560755",142,"$187,230.85 "
apartment,|Brasil|Bahia|Salvador|Candeal|,Northeast,"-11.80806,-39.11917",75,"$84,253.88 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,,220,"$187,230.85 "
apartment,|Brasil|Bahia|Salvador|Ondina|,Northeast,,58,"$212,194.96 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.9890124,-38.4392045",215,"$171,628.28 "
apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.9903761,-38.4468721",115,"$109,217.99 "
apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.980449,-38.4560755",53,"$102,976.97 "
apartment,|Brasil|Bahia|Salvador|Candeal|,Northeast,"-11.80806,-39.11917",100,"$134,182.11 "
apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.980449,-38.4560755",130,"$187,230.85 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.9890124,-38.4392045",70,"$78,012.85 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-14.6833333,-41.0333333",200,"$327,653.99 "
apartment,|Brasil|Bahia|Salvador|Ondina|,Northeast,"-15.61667,-39.7",152,"$187,230.85 "
apartment,|Brasil|Bahia|Salvador|Itaigara|,Northeast,"-12.9928931,-38.4665922",100,"$218,435.99 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.9405266,-38.4024687",91,"$156,025.71 "
house,|Brasil|Bahia|Salvador|Piatã|,Northeast,"-13.12099,-41.89093",163,"$149,784.68 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.9994819,-38.4560755",118,"$202,833.42 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.9994819,-38.4560755",110,"$131,061.59 "
apartment,|Brasil|Bahia|Salvador|Itaigara|,Northeast,"-12.9928931,-38.4665922",156,"$196,592.39 "
apartment,|Brasil|Bahia|Salvador|Horto Florestal|,Northeast,"-13.0016046,-38.4882775",129,"$327,653.99 "
apartment,|Brasil|Bahia|Salvador|Ondina|,Northeast,"-15.61667,-39.7",89,"$88,934.65 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-14.6833333,-41.0333333",114,"$171,628.28 "
apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.9903761,-38.4468721",90,"$96,735.94 "
apartment,|Brasil|Bahia|Salvador|Nazaré|,Northeast,"-12.9808155,-38.5086421",110,"$86,750.29 "
apartment,|Brasil|Bahia|Salvador|Ondina|,Northeast,"-15.61667,-39.7",58,"$140,423.14 "
apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.980449,-38.4560755",107,"$156,025.71 "
apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.980449,-38.4560755",105,"$140,423.14 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.9994819,-38.4560755",110,"$131,061.59 "
apartment,|Brasil|Bahia|Salvador|,Northeast,,78,"$106,097.48 "
apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,"-12.9429024,-38.3982041",88,"$157,585.97 "
apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.980449,-38.4560755",70,"$171,628.28 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-14.6833333,-41.0333333",83,"$149,784.68 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.9994819,-38.4560755",136,"$87,374.39 "
apartment,|Brasil|Bahia|Salvador|Caminho das Árvores|,Northeast,"-12.980449,-38.4560755",124,"$145,103.91 "
apartment,|Brasil|Bahia|Salvador|Boca do Rio|,Northeast,"-12.979283,-38.427657",61,"$87,374.39 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.9994819,-38.4560755",118,"$199,712.91 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-14.6833333,-41.0333333",145,"$234,038.56 "
apartment,|Brasil|Bahia|Salvador|Itaigara|,Northeast,"-12.9928931,-38.4665922",86,"$109,217.99 "
apartment,|Brasil|Bahia|Salvador|Costa Azul|,Northeast,"-12.9903761,-38.4468721",70,"$131,061.59 "
apartment,|Brasil|Bahia|Salvador|Itaigara|,Northeast,"-12.9928931,-38.4665922",112,"$190,351.36 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.9994819,-38.4560755",115,"$143,543.65 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.9994819,-38.4560755",116,"$137,302.62 "
apartment,|Brasil|Bahia|Salvador|Ondina|,Northeast,"-15.61667,-39.7",93,"$124,820.57 "
apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,"-12.9429024,-38.3982041",110,"$249,641.14 "
apartment,|Brasil|Bahia|Salvador|Candeal|,Northeast,"-11.80806,-39.11917",100,"$102,976.97 "
apartment,|Brasil|Bahia|Salvador|,Northeast,"-12.9890124,-38.4392045",97,"$162,266.74 "
apartment,|Brasil|Bahia|Salvador|Pituba|,Northeast,"-12.9994819,-38.4560755",95,"$127,941.08 "
apartment,|Brasil|Bahia|Salvador|Patamares|,Northeast,"-12.9429024,-38.3982041",222,"$395,605.06 "
